Date,Code,Name,ForeignNet,TrustNet,DealerNet,Total
2026-07-27,6271,同欣電,1686605,-1285000,-30070,371535
2026-07-27,6272,驊陞,79000,0,0,79000
2026-07-27,6277,宏正,-890,0,3000,2110
2026-07-27,6278,台表科,12000,8000,-47835,-27835
2026-07-27,6281,全國電,59000,0,0,59000
2026-07-27,6282,康舒,448596,0,-40775,407821
2026-07-27,6283,淳安,-59000,0,0,-59000
2026-07-27,6285,啟碁,-527554,60000,-7083,-474637
2026-07-27,6405,悅城,277000,0,2070,279070
2026-07-27,6409,旭隼,134324,2118,-14148,122294
2026-07-27,6412,群電,79000,0,2339,81339
2026-07-27,6414,樺漢,1481235,-19000,-198307,1263928
2026-07-27,6415,矽力*-KY,773467,-3000,-119824,650643
2026-07-27,6416,瑞祺電通,-33950,0,-3000,-36950
2026-07-27,6426,統新,-10825,0,3005,-7820
2026-07-27,6431,光麗-KY,0,0,1000,1000
2026-07-27,6438,迅得,-75000,0,-6948,-81948
2026-07-27,6442,光聖,-228734,32000,19209,-177525
2026-07-27,6443,元晶,5950,0,6000,11950
2026-07-27,6446,藥華藥,-457050,125300,18552,-313198
2026-07-27,6449,鈺邦,185230,0,-4284,180946
2026-07-27,6451,訊芯-KY,-192363,0,13396,-178967
2026-07-27,6456,GIS-KY,-413198,0,-16137,-429335
2026-07-27,6464,台數科,10000,0,0,10000
2026-07-27,6472,保瑞,109518,0,-14351,95167
2026-07-27,6477,安集,-106400,0,3544,-102856
2026-07-27,6491,晶碩,-39941,0,811,-39130
2026-07-27,6504,南六,52000,0,25000,77000
2026-07-27,6505,台塑化,2222889,-1042000,-492651,688238
2026-07-27,6515,穎崴,-9961,4748,1760,-3453
2026-07-27,6525,捷敏-KY,10825,3000,338,14163
2026-07-27,6526,達發,69791,-68000,4819,6610
2026-07-27,6531,愛普*,482325,-20929,-59657,401739
2026-07-27,6533,晶心科,-55834,0,-64,-55898
2026-07-27,6534,正瀚-創,12000,0,-270,11730
2026-07-27,6541,泰福-KY,48000,0,0,48000
2026-07-27,6550,北極星藥業-KY,469000,0,2000,471000
2026-07-27,6552,易華電,-51000,0,0,-51000
2026-07-27,6558,興能高,22000,0,2000,24000
2026-07-27,6573,虹揚-KY,120000,0,922,120922
2026-07-27,6579,研揚,64881,0,-13036,51845
2026-07-27,6581,鋼聯,13000,0,0,13000
2026-07-27,6582,申豐,4000,0,0,4000
2026-07-27,6585,鼎基,98398,1000,558,99956
2026-07-27,6589,台康生技,304003,0,5000,309003
2026-07-27,6591,動力-KY,10000,0,1729,11729
2026-07-27,6592,和潤企業,66000,0,10056,76056
2026-07-27,6598,ABC-KY,-100000,0,2334,-97666
2026-07-27,6605,帝寶,48670,0,6254,54924
2026-07-27,6606,建德工業,4000,0,1000,5000
2026-07-27,6614,資拓宏宇,4000,0,0,4000
2026-07-27,6625,必應,1000,0,1000,2000
2026-07-27,6641,基士德-KY,-7000,0,5000,-2000
2026-07-27,6645,金萬林-創,-2000,0,-101,-2101
2026-07-27,6655,科定,4000,0,0,4000
2026-07-27,6657,華安,18000,0,1000,19000
2026-07-27,6658,聯策,33000,0,-1520,31480
2026-07-27,6666,羅麗芬-KY,1000,0,-1000,0
2026-07-27,6668,中揚光,-69000,0,1000,-68000
2026-07-27,6669,緯穎,-323587,454088,-20384,110117
2026-07-27,6670,復盛應用,251741,0,-47000,204741
2026-07-27,6671,三能-KY,-1000,0,5000,4000
2026-07-27,6672,騰輝電子-KY,-69464,3000,-27240,-93704
2026-07-27,6674,鋐寶科技,1000,0,1000,2000
2026-07-27,6689,伊雲谷,26000,0,1000,27000
2026-07-27,6691,洋基工程,-231739,5000,-4007,-230746
2026-07-27,6695,芯鼎,-173000,0,1467,-171533
2026-07-27,6698,旭暉應材,19000,0,1000,20000
2026-07-27,6706,惠特,350143,0,5984,356127
2026-07-27,6715,嘉基,20014,-81000,1996,-58990
2026-07-27,6719,力智,-151502,0,-60882,-212384
2026-07-27,6722,輝創,-1000,0,4000,3000
2026-07-27,6742,澤米,-159000,0,596,-158404
2026-07-27,6743,安普新,45000,0,1000,46000
2026-07-27,6753,龍德造船,11415,0,-93862,-82447
2026-07-27,6754,匯僑設計,4000,0,1000,5000
2026-07-27,6756,威鋒電子,-50000,0,22,-49978
2026-07-27,6757,台灣虎航,-403938,0,5000,-398938
2026-07-27,6768,志強-KY,139027,0,1026,140053
2026-07-27,6770,力積電,732051,-906000,642882,468933
2026-07-27,6771,平和環保-創,1000,0,3000,4000
2026-07-27,6776,展碁國際,3000,0,0,3000
2026-07-27,6781,AES-KY,-27180,0,-5649,-32829
2026-07-27,6782,視陽,2141,0,-7145,-5004
2026-07-27,6789,采鈺,123911,1000,-21904,103007
2026-07-27,6790,永豐實,48211,2000,2000,52211
2026-07-27,6792,詠業,9000,0,1000,10000
2026-07-27,6794,向榮生技,6000,0,0,6000
2026-07-27,6796,晉弘,1000,0,0,1000
2026-07-27,6799,來頡,-34055,0,-397,-34452
2026-07-27,6805,富世達,-18607,113000,4106,98499
2026-07-27,6807,峰源-KY,3000,0,1000,4000
2026-07-27,6830,汎銓,-73765,35000,-2851,-41616
2026-07-27,6831,邁科,-85659,-96000,9500,-172159
2026-07-27,6834,天二科技,-261250,3000,-4413,-262663
2026-07-27,6835,圓裕,17000,0,0,17000
2026-07-27,6838,台新藥,68000,0,1000,69000
2026-07-27,6854,錼創科技-KY創,-6000,0,5774,-226
2026-07-27,6861,睿生光電,105792,0,1971,107763
2026-07-27,6862,三集瑞-KY,11000,0,-2917,8083
2026-07-27,6863,永道-KY,-48832,0,-12739,-61571
2026-07-27,6869,雲豹能源,206950,0,3491,210441
2026-07-27,6873,泓德能源,95000,0,2570,97570
2026-07-27,6885,全福生技,49003,0,0,49003
2026-07-27,6887,寶綠特-KY,2000,0,0,2000
2026-07-27,6890,來億-KY,178566,0,5493,184059
2026-07-27,6901,鑽石投資,114092,0,-19441,94651
2026-07-27,6902,GOGOLOOK,24000,0,-3000,21000
2026-07-27,6906,現觀科,-2000,0,0,-2000
2026-07-27,6908,宏碁遊戲-創,-1000,0,973,-27
2026-07-27,6909,創控,-55000,0,1000,-54000
2026-07-27,6914,阜爾運通,11000,0,1000,12000
2026-07-27,6916,華凌,-8000,0,1000,-7000
2026-07-27,6918,愛派司,-2000,0,0,-2000
2026-07-27,6919,康霈*,647530,0,46352,693882
2026-07-27,6921,嘉雨思-創,1000,0,-9004,-8004
2026-07-27,6923,中台,20000,0,641,20641
2026-07-27,6924,榮惠-KY創,0,0,-1972,-1972
2026-07-27,6928,攸泰科技,-152000,0,1000,-151000
2026-07-27,6931,青松健康,7000,0,0,7000
2026-07-27,6933,AMAX-KY,-10702,0,-3123,-13825
2026-07-27,6934,心誠鎂,-2000,0,0,-2000
2026-07-27,6936,永鴻生技,5000,0,0,5000
2026-07-27,6937,天虹,1067,-1000,-78662,-78595
2026-07-27,6944,兆聯實業,-147117,0,6294,-140823
2026-07-27,6947,台鎔科技,-307000,0,0,-307000
2026-07-27,6949,沛爾生醫-創,950,0,-159,791
2026-07-27,6951,青新-創,-4000,0,-342,-4342
2026-07-27,6952,大武山,3000,0,0,3000
2026-07-27,6955,邦睿生技-創,2000,0,4000,6000
2026-07-27,6957,裕慶-KY,7000,0,-2452,4548
2026-07-27,6958,日盛台駿,27000,0,3000,30000
2026-07-27,6962,奕力-KY,-491000,0,2580,-488420
2026-07-27,6965,中傑-KY,13000,0,0,13000
2026-07-27,6969,成信實業*-創,-83000,0,-768,-83768
2026-07-27,6994,富威電力,9000,0,6061,15061
2026-07-27,7610,聯友金屬-創,12000,0,6000,18000
2026-07-27,7631,聚賢研發-創,2000,0,0,2000
2026-07-27,7705,三商餐飲,13000,0,0,13000
2026-07-27,7711,永擎,40937,0,9396,50333
2026-07-27,7721,微程式,-2000,0,1000,-1000
2026-07-27,7722,LINEPAY,1191,1000,2000,4191
2026-07-27,7730,暉盛-創,4000,0,704,4704
2026-07-27,7732,金興精密,3000,0,0,3000
2026-07-27,7736,虎山,7000,0,1000,8000
2026-07-27,7740,熙特爾-創,15755,0,1035,16790
2026-07-27,7749,意騰-KY,17022,0,-1437,15585
2026-07-27,7750,新代,-7532,5000,2025,-507
2026-07-27,7760,享溫馨,-25000,0,6000,-19000
2026-07-27,7765,中華資安,13000,0,2000,15000
2026-07-27,7768,頌勝科技,41000,0,1000,42000
2026-07-27,7769,鴻勁,74554,-34000,2941,43495
2026-07-27,7780,大研生醫*,113000,0,4859,117859
2026-07-27,7786,東方風能,-6350,0,1000,-5350
2026-07-27,7788,松川精密,91000,0,-1421,89579
2026-07-27,7791,皇家可口,2000,0,3000,5000
2026-07-27,7795,長廣,-38338,0,1000,-37338
2026-07-27,7799,禾榮科,-6000,0,998,-5002
2026-07-27,7803,雲象科技-創,-12000,0,-1000,-13000
2026-07-27,7818,溢泰實業,-6921,0,4000,-2921
2026-07-27,7821,神數,55000,0,0,55000
2026-07-27,7822,倍利科,20000,0,0,20000
2026-07-27,7823,奧義賽博-KY創,1000,0,0,1000
2026-07-27,7827,漢康-KY創,125500,0,-6007,119493
2026-07-27,7835,永悅健康-創,10000,0,0,10000
2026-07-27,8011,台通,12000,0,1000,13000
2026-07-27,8016,矽創,91920,5000,-6056,90864
2026-07-27,8021,尖點,-43617,-83000,-22000,-148617
2026-07-27,8028,昇陽半導體,990044,1000,70689,1061733
2026-07-27,8033,雷虎,540823,6000,-30000,516823
2026-07-27,8039,台虹,-2248227,-1946000,328303,-3865924
2026-07-27,8045,達運光電,188,0,2830,3018
2026-07-27,8046,南電,781808,-39000,-186264,556544
2026-07-27,8070,長華*,-20893,1000,-904,-20797
2026-07-27,8072,陞泰,42000,0,0,42000
2026-07-27,8081,致新,-539752,0,-2733,-542485
2026-07-27,8103,瀚荃,-23415,0,-12360,-35775
2026-07-27,8104,錸寶,33000,0,1000,34000
2026-07-27,8105,凌巨,-75000,9000,7594,-58406
2026-07-27,8110,華東,-90500,0,1903,-88597
2026-07-27,8112,至上,-11243042,0,-441656,-11684698
2026-07-27,8114,振樺電,25087,0,-3902,21185
2026-07-27,8131,福懋科,-735704,0,-32598,-768302
2026-07-27,8150,南茂,4980039,-38000,-582158,4359881
2026-07-27,8162,微矽電子-創,20000,0,2887,22887
2026-07-27,8163,達方,-94000,0,-5133,-99133
2026-07-27,8201,無敵,6000,0,-1000,5000
2026-07-27,8210,勤誠,22449,0,6705,29154
2026-07-27,8213,志超,-197983,0,12001,-185982
2026-07-27,8215,明基材,-93000,0,-608,-93608
2026-07-27,8222,寶一,-212350,0,-6000,-218350
2026-07-27,8249,菱光,42000,0,2000,44000
2026-07-27,8261,富鼎,433443,3000,-105378,331065
2026-07-27,8271,宇瞻,157146,0,-22437,134709
2026-07-27,8341,日友,57000,1000,3143,61143
2026-07-27,8367,建新國際,16000,0,0,16000
2026-07-27,8374,羅昇,50000,0,12,50012
2026-07-27,8404,百和興業-KY,48000,0,6000,54000
2026-07-27,8411,福貞-KY,13000,0,2000,15000
2026-07-27,8422,可寧衛*,-1800950,23000,-10786,-1788736
2026-07-27,8429,金麗-KY,25000,0,1000,26000
2026-07-27,8438,昶昕,121875,0,1410,123285
2026-07-27,8442,威宏-KY,17000,0,8000,25000
2026-07-27,8443,阿瘦,10000,0,1000,11000
2026-07-27,8454,富邦媒,81982,663,8153,90798
2026-07-27,8462,柏文,12650,0,1000,13650
2026-07-27,8463,潤泰材,10000,0,2000,12000
2026-07-27,8464,億豐,-26256,13000,4090,-9166
2026-07-27,8466,美吉吉-KY,16000,0,0,16000
2026-07-27,8467,波力-KY,4000,0,0,4000
2026-07-27,8473,山林水,3000,0,-6017,-3017
2026-07-27,8476,台境*,-427597,5000,2000,-420597
2026-07-27,8478,東哥遊艇,51000,0,26000,77000
2026-07-27,8481,政伸,2000,0,1000,3000
2026-07-27,8482,商億-KY,6000,0,1000,7000
2026-07-27,8487,愛爾達-創,-5000,0,0,-5000
2026-07-27,8488,吉源-KY,14000,0,0,14000
2026-07-27,8499,鼎炫-KY,-16000,0,566,-15434
2026-07-27,8926,台汽電,-907955,0,13648,-894307
2026-07-27,8940,新天地,0,0,1000,1000
2026-07-27,8996,高力,266349,-268000,-7690,-9341
2026-07-27,9802,鈺齊-KY,545000,0,19000,564000
2026-07-27,9902,台火,23000,0,3000,26000
2026-07-27,9904,寶成,114132,38000,-260341,-108209
2026-07-27,9905,大華,58000,0,3000,61000
2026-07-27,9906,欣巴巴,-9000,0,5000,-4000
2026-07-27,9907,統一實,-474000,0,35000,-439000
2026-07-27,9908,大台北,57746,0,8000,65746
2026-07-27,9910,豐泰,118414,14000,14997,147411
2026-07-27,9911,櫻花,33080,0,4000,37080
2026-07-27,9912,偉聯,10000,0,0,10000
2026-07-27,9914,美利達,-345562,0,-1212,-346774
2026-07-27,9917,中保科,188848,3000,6000,197848
2026-07-27,9918,欣天然,11000,0,2000,13000
2026-07-27,9919,康那香,-193000,0,2000,-191000
2026-07-27,9921,巨大,-514891,0,-18421,-533312
2026-07-27,9924,福興,29094,0,2000,31094
2026-07-27,9925,新保,81000,0,30000,111000
2026-07-27,9926,新海,11000,0,1000,12000
2026-07-27,9927,泰銘,27000,0,79000,106000
2026-07-27,9929,秋雨,6000,0,1000,7000
2026-07-27,9930,中聯資源,118000,2000,6000,126000
2026-07-27,9931,欣高,5000,0,1000,6000
2026-07-27,9933,中鼎,-5535,0,11709,6174
2026-07-27,9934,成霖,2000,0,9000,11000
2026-07-27,9935,慶豐富,-57817,0,2000,-55817
2026-07-27,9937,全國,26000,0,1000,27000
2026-07-27,9938,百和,-416898,0,194640,-222258
2026-07-27,9939,宏全,168538,0,-41092,127446
2026-07-27,9940,信義,62000,0,11000,73000
2026-07-27,9941,裕融,382016,0,102851,484867
2026-07-27,9942,茂順,-20000,0,0,-20000
2026-07-27,9943,好樂迪,12920,0,1000,13920
2026-07-27,9944,新麗,12000,0,1000,13000
2026-07-27,9945,潤泰新,1603776,9000,51030,1663806
2026-07-27,9946,三發地產,75618,7000,1000,83618
2026-07-27,9955,佳龍,35000,0,1000,36000
2026-07-27,9958,世紀鋼,268549,0,-4785,263764
2026-07-28,1101,台泥,17795221,12000,159771,17966992
2026-07-28,1102,亞泥,1601578,10000,325651,1937229
2026-07-28,1103,嘉泥,-47972,0,20000,-27972
2026-07-28,1104,環泥,235000,1000,4713,240713
2026-07-28,1108,幸福,-75000,0,24000,-51000
2026-07-28,1109,信大,40000,0,37834,77834
2026-07-28,1110,東泥,66000,0,3000,69000
2026-07-28,1201,味全,213000,0,17000,230000
2026-07-28,1203,味王,40000,0,7000,47000
2026-07-28,1210,大成,-371646,61000,190377,-120269
2026-07-28,1215,卜蜂,255725,0,-1573,254152
2026-07-28,1216,統一,780594,1764906,1853270,4398770
2026-07-28,1217,愛之味,249000,0,156000,405000
2026-07-28,1218,泰山,48000,0,-16000,32000
2026-07-28,1219,福壽,50191,0,27000,77191
2026-07-28,1220,台榮,-10000,0,11000,1000
2026-07-28,1225,福懋油,59000,0,-2000,57000
2026-07-28,1227,佳格,1635065,1000,1000,1637065
2026-07-28,1229,聯華,771395,1000,103175,875570
2026-07-28,1231,聯華食,154141,0,703,154844
2026-07-28,1232,大統益,129322,0,0,129322
2026-07-28,1233,天仁,6500,0,1000,7500
2026-07-28,1234,黑松,150000,0,19000,169000
2026-07-28,1235,興泰,6000,0,0,6000
2026-07-28,1236,宏亞,2000,0,3000,5000
2026-07-28,1256,鮮活果汁-KY,-3400,0,4000,600
2026-07-28,1301,台塑,-3912900,0,-595487,-4508387
2026-07-28,1303,南亞,1198653,111903,2567892,3878448
2026-07-28,1304,台聚,-2177948,0,-326179,-2504127
2026-07-28,1305,華夏,-1365000,0,-122435,-1487435
2026-07-28,1307,三芳,-129970,0,11896,-118074
2026-07-28,1308,亞聚,-1176822,0,-41974,-1218796
2026-07-28,1309,台達化,583900,0,11834,595734
2026-07-28,1310,台苯,81000,0,0,81000
2026-07-28,1312,國喬,-2712000,0,-1173000,-3885000
2026-07-28,1313,聯成,-1440251,0,-29971,-1470222
2026-07-28,1314,中石化,-2586549,0,-362900,-2949449
2026-07-28,1315,達新,-8000,0,2000,-6000
2026-07-28,1316,上曜,-722000,0,-26894,-748894
2026-07-28,1319,東陽,603640,1000,-26998,577642
2026-07-28,1321,大洋,8000,0,-28000,-20000
2026-07-28,1323,永裕,3173,0,4000,7173
2026-07-28,1324,地球,-2000,0,11000,9000
2026-07-28,1325,恆大,-25845,0,0,-25845
2026-07-28,1326,台化,314472,3000,-368503,-51031
2026-07-28,1337,再生-KY,-198000,0,0,-198000
2026-07-28,1338,廣華-KY,-7000,0,5000,-2000
2026-07-28,1339,昭輝,-17000,0,5649,-11351
2026-07-28,1340,勝悅-KY,-41000,0,0,-41000
2026-07-28,1341,富林-KY,3000,0,0,3000
2026-07-28,1342,八貫,-85968,0,6206,-79762
2026-07-28,1402,遠東新,2833230,350000,520035,3703265
2026-07-28,1409,新纖,2320866,-7000,-217947,2095919
2026-07-28,1410,南染,16000,0,0,16000
2026-07-28,1413,宏洲,5700,0,-2000,3700
2026-07-28,1414,東和,52000,0,1000,53000
2026-07-28,1416,廣豐,-81000,0,-5000,-86000
2026-07-28,1417,嘉裕,-21000,0,-1000,-22000
2026-07-28,1418,東華,-1267,0,6000,4733
2026-07-28,1419,新紡,7000,0,-14000,-7000
2026-07-28,1423,利華,-9000,0,11000,2000
2026-07-28,1432,大魯閣,-9000,0,38000,29000
2026-07-28,1434,福懋,818136,1000,13819,832955
2026-07-28,1435,中福,-3000,0,-1000,-4000
2026-07-28,1436,華友聯,-71685,0,3000,-68685
2026-07-28,1437,勤益控,18000,0,12000,30000
2026-07-28,1438,三地開發,0,0,1000,1000
2026-07-28,1439,雋揚,-5000,0,1000,-4000
2026-07-28,1440,南紡,-123000,1000,2816,-119184
2026-07-28,1441,大東,5000,0,0,5000
2026-07-28,1442,名軒,-189006,0,3000,-186006
2026-07-28,1443,立益物流,3000,0,0,3000
2026-07-28,1444,力麗,192437,0,103000,295437
2026-07-28,1445,大宇,-4000,0,-13000,-17000
2026-07-28,1446,宏和,2000,0,0,2000
2026-07-28,1447,力鵬,731914,0,-13000,718914
2026-07-28,1449,佳和,11028,0,4000,15028
2026-07-28,1451,年興,-5000,0,14000,9000
2026-07-28,1452,宏益,7000,0,2000,9000
2026-07-28,1453,大將,1690,0,8000,9690
2026-07-28,1454,台富,-16000,0,1000,-15000
2026-07-28,1455,集盛,-27000,0,15298,-11702
2026-07-28,1456,怡華,-1000,0,1000,0
2026-07-28,1457,宜進,7666,0,2000,9666
2026-07-28,1460,宏遠,-30721,0,-3000,-33721
2026-07-28,1463,強盛新,4000,0,1000,5000
2026-07-28,1464,得力,62785,0,23000,85785
2026-07-28,1465,偉全,9648,0,3000,12648
2026-07-28,1466,聚隆,169000,0,1000,170000
2026-07-28,1467,南緯,197523,0,-39000,158523
2026-07-28,1468,昶和,18000,0,6000,24000
2026-07-28,1470,大統新創,3000,0,0,3000
2026-07-28,1471,首利,-14000,0,0,-14000
2026-07-28,1472,三洋實業,1,0,3000,3001
2026-07-28,1473,台南,11000,0,0,11000
2026-07-28,1474,弘裕,7000,0,-1000,6000
2026-07-28,1475,業旺,6000,0,2000,8000
2026-07-28,1476,儒鴻,105175,0,-8957,96218
2026-07-28,1477,聚陽,306558,34646,46518,387722
2026-07-28,1503,士電,-467827,0,-87305,-555132
2026-07-28,1504,東元,-5468375,117000,-295064,-5646439
2026-07-28,1506,正道,48004,0,3000,51004
2026-07-28,1512,瑞利,0,0,0,0
2026-07-28,1513,中興電,-1027136,0,-206380,-1233516
2026-07-28,1514,亞力,-69381,0,-28411,-97792
2026-07-28,1515,力山,1152304,0,-3883,1148421
2026-07-28,1516,川飛,-8738,0,2000,-6738
2026-07-28,1517,利奇,7273,0,-4003,3270
2026-07-28,1519,華城,-173742,0,-24258,-198000
2026-07-28,1521,大億,0,0,3000,3000
2026-07-28,1522,堤維西,18487,0,-285,18202
2026-07-28,1524,耿鼎,16000,0,11000,27000
2026-07-28,1525,江申,1000,0,4000,5000
2026-07-28,1526,日馳,-428427,0,-4860,-433287
2026-07-28,1527,鑽全,-55540,0,32000,-23540
2026-07-28,1528,恩德,373000,0,-216,372784
2026-07-28,1529,樂事綠能,-146000,0,4000,-142000
2026-07-28,1530,亞崴,-30915,0,12875,-18040
2026-07-28,1531,高林股,-74000,0,11000,-63000
2026-07-28,1532,勤美,-23400,0,261,-23139
2026-07-28,1533,車王電,-38000,0,-14000,-52000
2026-07-28,1535,中宇,59000,0,7000,66000
2026-07-28,1536,和大,-620122,0,-49155,-669277
2026-07-28,1537,廣隆,19667,0,6000,25667
2026-07-28,1538,正峰,-2000,0,0,-2000
2026-07-28,1539,巨庭,-11000,0,-2000,-13000
2026-07-28,1540,喬福,-255000,0,40000,-215000
2026-07-28,1541,錩泰,9000,0,1000,10000
2026-07-28,1558,伸興,25040,0,5000,30040
2026-07-28,1560,中砂,-426175,249760,-42181,-218596
2026-07-28,1563,巧新,-97996,0,52748,-45248
2026-07-28,1568,倉佑,-124000,0,62190,-61810
2026-07-28,1582,信錦,-85673,0,-26375,-112048
2026-07-28,1583,程泰,-2000,0,8000,6000
2026-07-28,1587,吉茂,6300,0,-1,6299
2026-07-28,1590,亞德客-KY,177670,-471960,8735,-285555
2026-07-28,1597,直得,143445,0,-66173,77272
2026-07-28,1598,岱宇,165000,0,-29100,135900
2026-07-28,1603,華電,78000,0,18000,96000
2026-07-28,1604,聲寶,288152,0,21000,309152
2026-07-28,1605,華新,-11401758,11000,-711043,-12101801
2026-07-28,1608,華榮,-600000,1000,-22082,-621082
2026-07-28,1609,大亞,-1618698,1000,-80952,-1698650
2026-07-28,1611,中電,-337000,0,798,-336202
2026-07-28,1612,宏泰,-545000,0,1369,-543631
2026-07-28,1614,三洋電,12000,0,5000,17000
2026-07-28,1615,大山,-6000,0,5000,-1000
2026-07-28,1616,億泰,240016,0,-1483,238533
2026-07-28,1617,榮星,-17556,0,26476,8920
2026-07-28,1618,合機,-139607,0,2850,-136757
2026-07-28,1623,大東電,6034,0,-870,5164
2026-07-28,1626,艾美特-KY,3000,0,1000,4000
2026-07-28,1702,南僑,142113,0,6000,148113
2026-07-28,1707,葡萄王,14989,0,1000,15989
2026-07-28,1708,東鹼,6038,0,-60362,-54324
2026-07-28,1709,和益,1678267,0,129908,1808175
2026-07-28,1710,東聯,-307421,0,-57184,-364605
2026-07-28,1711,永光,1689428,0,-189332,1500096
2026-07-28,1712,興農,246563,-11551,11671,246683
2026-07-28,1713,國化,-90000,0,16000,-74000
2026-07-28,1714,和桐,2040686,0,-15899,2024787
2026-07-28,1717,長興,-4229944,120000,-395920,-4505864
2026-07-28,1718,中纖,868600,0,-159359,709241
2026-07-28,1720,生達,131000,0,15000,146000
2026-07-28,1721,三晃,29072,0,4000,33072
2026-07-28,1722,台肥,-500106,-3000,-18546,-521652
2026-07-28,1723,中碳,-158902,0,-28926,-187828
2026-07-28,1725,元禎,4000,0,1000,5000
2026-07-28,1726,永記,13010,0,2000,15010
2026-07-28,1727,中華化,531734,0,-1630,530104
2026-07-28,1730,花仙子,-4000,0,1000,-3000
2026-07-28,1731,美吾華,-2000,0,11000,9000
2026-07-28,1732,毛寶,-6300,0,2000,-4300
2026-07-28,1733,五鼎,18602,0,7000,25602
2026-07-28,1734,杏輝,-59462,0,58000,-1462
2026-07-28,1735,日勝化,-19300,0,-22403,-41703
2026-07-28,1736,喬山,-19476,-20000,3999,-35477
2026-07-28,1737,臺鹽,66000,0,11000,77000
2026-07-28,1752,南光,2000,0,4000,6000
2026-07-28,1760,寶齡富錦,-26000,0,-7000,-33000
2026-07-28,1762,中化生,58087,0,-8806,49281
2026-07-28,1773,勝一,-130150,0,-5982,-136132
2026-07-28,1776,展宇,-8000,0,10000,2000
2026-07-28,1783,和康生,-18000,0,-14000,-32000
2026-07-28,1786,科妍,82195,0,-9068,73127
